ayah_id,surah_number,ayah_number,issue_type,severity,detail,evidence
1705,13,1,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ل"", ""text"": ""لٓ""}"
1705,13,1,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""م"", ""text"": ""مٓ""}"
1706,13,2,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""أ"", ""text"": ""أٓ""}"
1707,13,3,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""أ"", ""text"": ""أٓ""}"
1708,13,4,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""أ"", ""text"": ""أٓ""}"
1711,13,7,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ۦ"", ""text"": ""ۦٓۗ""}"
1719,13,15,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""أ"", ""text"": ""أٓ""}"
1720,13,16,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ۦ"", ""text"": ""ۦٓ""}"
1722,13,18,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ۦ"", ""text"": ""ۦٓۚ""}"
1725,13,21,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ۦ"", ""text"": ""ۦٓ""}"
1729,13,25,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ۦ"", ""text"": ""ۦٓ""}"
1730,13,26,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""أ"", ""text"": ""أٓ""}"
1738,13,34,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""أ"", ""text"": ""أٓ""}"
1740,13,36,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ۦ"", ""text"": ""ۦٓۚ""}"
1743,13,39,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ۥ"", ""text"": ""ۥٓ""}"
1820,15,21,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
1830,15,31,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
1855,15,56,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
1887,15,88,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
1899,16,1,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
1900,16,2,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
1926,16,28,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2004,16,106,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2058,17,32,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2073,17,47,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2088,17,62,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2098,17,72,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2115,17,89,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2133,17,107,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2133,17,107,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2151,18,14,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2152,18,15,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2153,18,16,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""و"", ""text"": ""وٗٓ""}"
2156,18,19,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2163,18,26,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2171,18,34,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2172,18,35,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2174,18,37,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2187,18,50,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2214,18,77,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2223,18,86,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2227,18,90,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2230,18,93,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2233,18,96,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2233,18,96,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2247,18,110,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2267,19,21,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2295,19,49,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2321,19,75,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2374,20,31,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2380,20,37,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2381,20,38,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2396,20,53,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2474,20,131,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2502,21,24,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2538,21,60,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2550,21,72,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2559,21,81,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2561,21,83,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2570,21,92,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2574,21,96,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2579,21,101,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓۙ""}"
2603,22,13,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2624,22,34,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2642,22,52,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2718,23,50,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2720,23,52,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2803,24,17,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2847,24,61,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2849,24,63,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2853,25,3,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2858,25,8,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2885,25,35,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2900,25,50,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
2951,26,25,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2957,26,31,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
2960,26,34,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
2991,26,65,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3096,26,170,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3160,27,7,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3162,27,9,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3171,27,18,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3174,27,21,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3207,27,54,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3209,27,56,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3210,27,57,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3253,28,8,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3259,28,14,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3269,28,24,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3274,28,29,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3298,28,53,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3304,28,59,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3355,29,23,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3356,29,24,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3359,29,27,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3360,29,28,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3361,29,29,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3364,29,32,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3410,30,10,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3420,30,20,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3421,30,21,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3425,30,25,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3446,30,46,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3448,30,48,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3481,31,22,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3497,32,5,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3504,32,12,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3524,33,2,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3528,33,6,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3534,33,12,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3558,33,36,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3575,33,53,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3581,33,59,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3609,34,14,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3618,34,23,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3618,34,23,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3626,34,31,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3628,34,33,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3632,34,37,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3646,34,51,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ى"", ""text"": ""ىٓ""}"
3660,35,11,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3716,36,23,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3740,36,47,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3775,36,82,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
3900,37,124,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٖٓ""}"
3910,37,134,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
