ayah_id,surah_number,ayah_number,issue_type,severity,detail,evidence
341,3,50,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْ""}"
341,3,50,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
343,3,52,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلَى""}"
343,3,52,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
346,3,55,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يَّ"", ""word"": ""اِلَيَّ""}"
346,3,55,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
346,3,55,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
346,3,55,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
346,3,55,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
346,3,55,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يَّ"", ""word"": ""اِلَيَّ""}"
347,3,56,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
348,3,57,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
353,3,62,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""هٍ"", ""word"": ""اِلٰهٍ""}"
353,3,62,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
355,3,64,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
355,3,64,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اَلَّا""}"
355,3,64,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
356,3,65,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
359,3,68,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
360,3,69,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""آ"", ""word"": ""اِلَّآ""}"
363,3,72,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""بِالَّذِيْٓ""}"
363,3,72,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
364,3,73,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
364,3,73,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
366,3,75,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْكَۚ""}"
366,3,75,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْكَ""}"
366,3,75,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
366,3,75,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
368,3,77,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
368,3,77,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْهِمْ""}"
368,3,77,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمٌ""}"
369,3,78,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""سِ"", ""word"": ""اَلْسِنَتَهُمْ""}"
369,3,78,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
374,3,83,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""وَّاِلَيْهِ""}"
380,3,89,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
380,3,89,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
381,3,90,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
382,3,91,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
382,3,91,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمٌ""}"
384,3,93,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
385,3,94,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
388,3,97,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْهِ""}"
391,3,100,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
391,3,100,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
392,3,101,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
393,3,102,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
393,3,102,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
393,3,102,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
394,3,103,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""فَ"", ""word"": ""فَاَلَّفَ""}"
395,3,104,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلَى""}"
396,3,105,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""كَالَّذِيْنَ""}"
397,3,106,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
398,3,107,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
400,3,109,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""وَاِلَى""}"
400,3,109,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
402,3,111,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""آ"", ""word"": ""اِلَّآ""}"
403,3,112,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
404,3,113,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""الَّيْلِ""}"
407,3,116,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
409,3,118,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
413,3,122,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
414,3,123,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
415,3,124,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""نْ"", ""word"": ""اَلَنْ""}"
415,3,124,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اٰلَافٍ""}"
416,3,125,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اٰلَافٍ""}"
417,3,126,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
417,3,126,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
418,3,127,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
421,3,130,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
421,3,130,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
422,3,131,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""تِ"", ""word"": ""الَّتِيْٓ""}"
423,3,132,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
424,3,133,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
425,3,134,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
426,3,135,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
426,3,135,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
426,3,135,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
431,3,140,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
432,3,141,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
433,3,142,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
435,3,144,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
436,3,145,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
438,3,147,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""آ"", ""word"": ""اِلَّآ""}"
440,3,149,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
440,3,149,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
442,3,151,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
445,3,154,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
445,3,154,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
446,3,155,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
446,3,155,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""تَ"", ""word"": ""الْتَقَى""}"
447,3,156,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
447,3,156,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""كَالَّذِيْنَ""}"
449,3,158,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
450,3,159,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
451,3,160,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْ""}"
451,3,160,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
457,3,166,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""تَ"", ""word"": ""الْتَقَى""}"
458,3,167,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
459,3,168,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""اَلَّذِيْنَ""}"
460,3,169,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
461,3,170,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""بِالَّذِيْنَ""}"
461,3,170,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اَلَّا""}"
463,3,172,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""اَلَّذِيْنَ""}"
463,3,172,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""لِلَّذِيْنَ""}"
464,3,173,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""اَلَّذِيْنَ""}"
467,3,176,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
467,3,176,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اَلَّا""}"
467,3,176,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
468,3,177,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
468,3,177,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمٌ""}"
468,3,177,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
469,3,178,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
471,3,180,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
472,3,181,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
474,3,183,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""اَلَّذِيْنَ""}"
474,3,183,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْنَآ""}"
474,3,183,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اَلَّا""}"
474,3,183,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَبِالَّذِيْ""}"
476,3,185,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
477,3,186,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
477,3,186,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
478,3,187,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
479,3,188,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
479,3,188,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمٌ""}"
481,3,190,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""الَّيْلِ""}"
482,3,191,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
486,3,195,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""فَالَّذِيْنَ""}"
487,3,196,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
489,3,198,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
490,3,199,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْكُمْ""}"
490,3,199,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْهِمْ""}"
491,3,200,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
491,3,200,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
492,4,1,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْ""}"
492,4,1,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْ""}"
492,4,1,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
493,4,2,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰٓى""}"
494,4,3,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اَلَّا""}"
