ayah_id,surah_number,ayah_number,ayah_stop_annotations,wasl_annotations,ayah_stop_segments,wasl_segments,issue_count,has_error
1528,11,58,26,26,38,39,2,False
1529,11,59,17,16,26,26,0,False
1530,11,60,26,25,42,42,4,False
1531,11,61,46,45,75,75,8,False
1532,11,62,37,36,50,50,2,False
1533,11,63,32,32,47,47,0,False
1534,11,64,26,25,39,39,0,False
1535,11,65,17,16,27,27,0,False
1536,11,66,25,25,41,42,2,False
1537,11,67,13,13,24,25,2,False
1538,11,68,20,19,29,29,4,False
1539,11,69,22,22,34,35,4,False
1540,11,70,25,24,43,43,6,False
1541,11,71,16,15,22,22,0,False
1542,11,72,18,17,24,24,2,False
1543,11,73,21,20,28,28,0,False
1544,11,74,15,14,24,24,4,False
1545,11,75,10,9,13,13,2,False
1546,11,76,26,25,39,39,2,False
1547,11,77,19,18,30,30,0,False
1548,11,78,36,35,59,59,6,False
1549,11,79,16,15,25,25,0,False
1550,11,80,12,11,19,19,2,False
1551,11,81,40,39,63,63,8,False
1552,11,82,27,26,40,40,0,False
1553,11,83,9,8,15,15,0,False
1554,11,84,43,42,71,71,8,False
1555,11,85,22,22,38,39,0,False
1556,11,86,16,16,23,24,0,False
1557,11,87,29,28,46,46,0,False
1558,11,88,48,47,78,78,8,False
1559,11,89,26,25,41,41,0,False
1560,11,90,17,16,25,25,2,False
1561,11,91,28,28,42,43,2,False
1562,11,92,21,20,35,35,0,False
1563,11,93,27,26,48,48,0,False
1564,11,94,31,31,53,54,4,False
1565,11,95,12,11,18,18,2,False
1566,11,96,12,12,17,18,0,False
1567,11,97,17,16,28,28,2,False
1568,11,98,15,14,22,22,0,False
1569,11,99,13,12,20,20,0,False
1570,11,100,11,10,19,19,2,False
1571,11,101,37,36,62,62,4,False
1572,11,102,12,11,19,19,6,False
1573,11,103,25,24,41,41,0,False
1574,11,104,8,7,13,13,4,False
1575,11,105,8,7,13,13,2,False
1576,11,106,19,18,27,27,2,False
1577,11,107,25,24,38,38,2,False
1578,11,108,31,31,51,52,4,False
1579,11,109,30,30,48,49,2,False
1580,11,110,23,22,39,39,0,False
1581,11,111,15,15,25,25,0,False
1582,11,112,13,13,24,24,0,False
1583,11,113,24,24,39,40,4,False
1584,11,114,23,23,39,40,4,False
1585,11,115,12,12,19,20,0,False
1586,11,116,40,40,62,63,4,False
1587,11,117,9,9,17,18,2,False
1588,11,118,13,13,20,21,0,False
1589,11,119,21,21,35,36,2,False
1590,11,120,17,17,32,33,2,False
1591,11,121,14,14,26,27,2,False
1592,11,122,9,9,14,15,0,False
1593,11,123,23,23,36,37,2,False
1594,12,1,8,8,10,11,4,False
1595,12,2,11,11,18,19,0,False
1596,12,3,17,17,26,27,2,False
1597,12,4,22,22,39,40,0,False
1598,12,5,18,18,30,31,0,False
1599,12,6,29,29,47,48,2,False
1600,12,7,11,11,18,19,2,False
1601,12,8,19,19,26,27,2,False
1602,12,9,18,18,30,31,0,False
1603,12,10,25,25,39,40,0,False
1604,12,11,16,16,24,25,0,False
1605,12,12,10,10,17,18,0,False
1606,12,13,16,16,27,28,0,False
1607,12,14,9,9,12,13,0,False
1608,12,15,26,26,45,46,2,False
1609,12,16,8,8,14,15,0,False
1610,12,17,26,26,43,44,0,False
1611,12,18,26,26,44,45,0,False
1612,12,19,32,32,50,51,2,False
1613,12,20,13,13,21,22,0,False
1614,12,21,46,46,76,77,8,False
1615,12,22,11,11,20,21,2,False
1616,12,23,25,25,42,43,2,False
1617,12,24,25,25,46,47,0,False
1618,12,25,27,27,48,48,4,False
1619,12,26,19,19,33,34,0,False
1620,12,27,10,10,17,18,0,False
1621,12,28,15,15,27,28,0,False
1622,12,29,14,14,23,24,0,False
1623,12,30,27,27,44,45,2,False
1624,12,31,44,44,69,70,6,False
1625,12,32,29,29,49,50,2,False
1626,12,33,26,26,44,45,8,False
1627,12,34,11,11,19,20,0,False
1628,12,35,14,14,23,24,0,False
1629,12,36,35,35,61,62,6,False
1630,12,37,39,39,66,67,4,False
1631,12,38,37,37,57,58,2,False
1632,12,39,18,18,24,24,0,False
1633,12,40,48,48,78,79,10,False
1634,12,41,29,29,45,46,2,False
1635,12,42,25,25,42,43,2,False
1636,12,43,44,44,65,66,4,False
1637,12,44,11,11,17,18,0,False
1638,12,45,16,16,29,30,2,False
1639,12,46,35,35,56,57,4,False
1640,12,47,22,22,33,34,4,False
1641,12,48,20,20,32,33,2,False
1642,12,49,14,14,24,25,0,False
1643,12,50,27,27,45,46,6,False
1644,12,51,39,39,63,64,0,False
1645,12,52,15,15,26,26,0,False
1646,12,53,27,27,41,42,2,False
1647,12,54,13,13,23,24,2,False
1648,12,55,12,12,19,20,0,False
1649,12,56,23,23,41,42,0,False
1650,12,57,15,15,23,24,2,False
1651,12,58,9,9,16,17,0,False
1652,12,59,28,28,43,44,2,False
1653,12,60,13,13,20,21,0,False
1654,12,61,11,11,16,17,0,False
1655,12,62,23,23,44,45,2,False
1656,12,63,26,26,41,42,2,False
1657,12,64,23,23,38,39,4,False
1658,12,65,38,38,61,61,4,False
1659,12,66,28,28,44,45,4,False
1660,12,67,34,34,55,56,2,False
1661,12,68,40,40,69,70,2,False
1662,12,69,21,21,35,36,2,False
1663,12,70,20,20,35,36,0,False
1664,12,71,10,10,12,13,0,False
1665,12,72,14,14,20,21,0,False
1666,12,73,20,20,29,30,0,False
1667,12,74,9,9,12,13,2,False
1668,12,75,13,13,21,22,0,False
1669,12,76,38,38,63,64,2,False
1670,12,77,32,32,52,53,0,False
1671,12,78,19,19,30,31,4,False
1672,12,79,19,19,30,31,4,False
1673,12,80,47,47,79,80,2,False
1674,12,81,28,28,48,49,4,False
1675,12,82,23,23,36,37,4,False
1676,12,83,22,22,35,36,2,False
1677,12,84,13,13,24,25,0,False
1678,12,85,14,14,23,24,0,False
1679,12,86,14,14,24,25,4,False
1680,12,87,30,30,48,49,2,False
1681,12,88,32,32,55,56,0,False
1682,12,89,13,13,19,20,0,False
1683,12,90,32,32,52,53,0,False
1684,12,91,17,17,25,26,0,False
1685,12,92,13,13,21,22,2,False
1686,12,93,19,19,29,30,0,False
1687,12,94,18,18,31,32,0,False
1688,12,95,10,10,14,15,0,False
1689,12,96,28,28,45,46,2,False
1690,12,97,15,15,23,24,0,False
1691,12,98,12,12,18,19,0,False
1692,12,99,18,18,32,32,2,False
1693,12,100,50,50,84,85,0,False
1694,12,101,38,38,62,63,0,False
1695,12,102,19,19,33,34,2,False
1696,12,103,8,8,14,15,0,False
1697,12,104,12,12,19,20,2,False
1698,12,105,20,20,32,33,0,False
1699,12,106,12,12,19,20,2,False
1700,12,107,18,18,30,31,0,False
1701,12,108,23,23,36,37,4,False
1702,12,109,46,46,72,73,10,False
1703,12,110,27,27,46,47,0,False
1704,12,111,29,29,51,52,4,False
1705,13,1,22,22,35,36,10,False
1706,13,2,44,44,70,71,4,False
1707,13,3,33,33,48,49,8,False
1708,13,4,33,33,59,60,2,False
1709,13,5,43,43,68,69,2,False
1710,13,6,27,26,46,46,0,False
1711,13,7,15,14,26,26,6,False
1712,13,8,16,16,26,26,0,False
1713,13,9,13,13,18,19,0,False
1714,13,10,19,19,28,28,2,False
1715,13,11,34,34,62,63,0,False
1716,13,12,14,14,20,21,2,False
1717,13,13,26,26,44,45,0,False
1718,13,14,31,31,52,53,2,False
1719,13,15,17,17,25,25,2,False
1720,13,16,57,57,92,92,4,False
1721,13,17,64,64,101,102,0,False
1722,13,18,38,37,63,63,6,False
1723,13,19,16,15,25,25,0,False
1724,13,20,14,13,21,20,2,False
1725,13,21,18,17,30,30,4,False
1726,13,22,39,39,64,64,4,False
1727,13,23,23,22,40,40,0,False
1728,13,24,10,10,17,17,0,False
1729,13,25,31,31,53,53,4,False
1730,13,26,32,32,53,54,2,False
1731,13,27,18,17,32,32,2,False
1732,13,28,21,20,37,37,2,False
1733,13,29,15,14,26,26,2,False
1734,13,30,27,26,46,46,2,False
1735,13,31,66,65,110,109,10,False
1736,13,32,14,13,26,26,2,False
1737,13,33,40,39,70,70,4,False
1738,13,34,20,19,35,35,2,False
1739,13,35,38,38,58,58,4,False
1740,13,36,27,26,46,46,4,False
1741,13,37,17,16,30,30,0,False
1742,13,38,22,21,40,40,0,False
1743,13,39,10,9,16,16,4,False
1744,13,40,19,18,30,30,2,False
1745,13,41,23,22,36,36,0,False
1746,13,42,23,23,38,38,4,False
1747,13,43,19,18,31,31,4,False
1748,14,1,28,27,45,45,10,False
1749,14,2,23,22,33,33,2,False
1750,14,3,26,25,40,40,2,False
1751,14,4,21,21,33,34,2,False
1752,14,5,33,33,49,49,2,False
1753,14,6,38,38,60,61,0,False
1754,14,7,19,18,32,32,0,False
1755,14,8,21,20,31,31,0,False
1756,14,9,60,59,96,96,10,False
1757,14,10,60,60,89,90,4,False
1758,14,11,37,37,61,62,6,False
1759,14,12,19,19,34,35,6,False
1760,14,13,27,27,51,51,4,False
1761,14,14,13,12,22,22,0,False
1762,14,15,8,7,11,11,0,False
1763,14,16,12,11,16,16,0,False
1764,14,17,17,17,28,29,0,False
1765,14,18,32,31,54,54,2,False
1766,14,19,19,18,28,28,2,False
1767,14,20,4,4,8,9,2,False
1768,14,21,51,51,81,82,2,False
1769,14,22,64,64,109,109,4,False
1770,14,23,32,32,48,49,2,False
1771,14,24,19,19,32,32,2,False
1772,14,25,19,19,27,28,0,False
1773,14,26,16,16,25,25,0,False
1774,14,27,28,28,46,46,2,False
1775,14,28,19,19,31,31,6,False
1776,14,29,6,6,9,9,0,False
1777,14,30,20,20,31,31,2,False
1778,14,31,32,32,54,55,2,False
1779,14,32,36,37,61,61,5,False
1780,14,33,14,14,25,25,2,False
1781,14,34,24,24,36,36,0,False
1782,14,35,20,20,32,32,2,False
1783,14,36,26,26,36,37,0,False
1784,14,37,43,43,70,71,4,False
1785,14,38,18,18,33,33,2,False
1786,14,39,19,19,29,29,2,False
1787,14,40,12,12,21,21,0,False
1788,14,41,12,11,21,21,0,False
1789,14,42,21,21,33,33,0,False
1790,14,43,15,15,30,30,2,False
1791,14,44,41,41,63,64,4,False
1792,14,45,18,18,31,32,2,False
1793,14,46,19,19,34,35,0,False
1794,14,47,13,13,20,21,0,False
1795,14,48,18,18,26,26,0,False
1796,14,49,13,12,20,20,0,False
1797,14,50,15,15,20,20,0,False
1798,14,51,14,13,19,19,0,False
1799,14,52,24,23,34,34,2,False
1800,15,1,11,11,14,14,4,False
1801,15,2,9,9,14,15,2,False
1802,15,3,6,6,12,13,0,False
1803,15,4,11,11,18,19,2,False
1804,15,5,6,6,10,11,0,False
1805,15,6,11,11,20,20,2,False
1806,15,7,10,10,14,15,0,False
1807,15,8,14,14,19,20,2,False
1808,15,9,10,10,17,18,0,False
1809,15,10,8,8,15,16,0,False
1810,15,11,12,12,17,18,2,False
1811,15,12,7,7,11,12,0,False
1812,15,13,7,7,13,14,0,False
1813,15,14,11,11,18,19,0,False
1814,15,15,14,14,19,20,0,False
1815,15,16,16,16,22,23,0,False
1816,15,17,7,7,9,10,0,False
1817,15,18,10,10,14,15,2,False
1818,15,19,22,22,33,34,0,False
1819,15,20,10,10,17,18,0,False
1820,15,21,16,16,24,25,6,False
1821,15,22,22,22,38,39,0,False
1822,15,23,8,8,11,12,0,False
1823,15,24,14,14,24,25,0,False
1824,15,25,9,9,14,15,0,False
1825,15,26,15,15,23,24,0,False
1826,15,27,14,14,19,20,0,False
1827,15,28,21,21,31,32,0,False
1828,15,29,10,10,13,14,0,False
1829,15,30,5,5,9,10,0,False
1830,15,31,10,10,15,16,4,False
1831,15,32,11,11,18,19,2,False
1832,15,33,15,15,23,24,0,False
1833,15,34,10,10,15,16,0,False
1834,15,35,7,7,12,13,2,False
1835,15,36,10,10,17,18,2,False
1836,15,37,7,7,9,10,0,False
1837,15,38,6,6,10,11,2,False
1838,15,39,15,15,28,29,0,False
1839,15,40,6,6,10,11,2,False
1840,15,41,7,7,9,10,0,False
1841,15,42,10,10,15,16,2,False
1842,15,43,6,6,10,11,0,False
1843,15,44,14,14,19,20,0,False
1844,15,45,8,8,13,14,0,False
1845,15,46,6,6,10,11,0,False
1846,15,47,17,17,26,27,0,False
1847,15,48,12,12,17,18,0,False
1848,15,49,11,11,15,16,0,False
1849,15,50,8,8,10,11,0,False
1850,15,51,5,5,8,8,2,False
1851,15,52,11,11,17,18,0,False
1852,15,53,9,9,12,13,0,False
1853,15,54,11,11,17,18,0,False
1854,15,55,11,11,16,17,0,False
1855,15,56,11,11,18,19,4,False
1856,15,57,8,8,14,15,0,False
1857,15,58,13,13,18,19,2,False
1858,15,59,10,10,17,18,2,False
1859,15,60,13,13,18,19,2,False
1860,15,61,8,8,14,15,0,False
1861,15,62,8,8,11,12,0,False
1862,15,63,10,10,14,15,0,False
1863,15,64,8,8,13,14,0,False
1864,15,65,21,21,32,33,2,False
1865,15,66,16,16,25,26,2,False
1866,15,67,6,6,10,11,0,False
1867,15,68,7,7,11,12,0,False
1868,15,69,5,5,8,9,2,False
1869,15,70,7,7,10,11,0,False
1870,15,71,10,10,12,13,0,False
1871,15,72,8,8,15,16,0,False
1872,15,73,4,4,6,7,0,False
1873,15,74,16,16,25,26,0,False
1874,15,75,8,8,12,13,0,False
1875,15,76,7,7,8,9,0,False
1876,15,77,8,8,15,16,0,False
1877,15,78,7,7,13,14,0,False
1878,15,79,13,13,19,20,0,False
1879,15,80,8,8,13,14,0,False
1880,15,81,12,12,19,20,0,False
1881,15,82,9,9,14,15,0,False
1882,15,83,3,3,5,6,0,False
1883,15,84,9,9,13,14,0,False
1884,15,85,24,24,40,41,2,False
1885,15,86,6,6,10,11,0,False
1886,15,87,15,15,22,23,0,False
1887,15,88,19,19,33,34,4,False
1888,15,89,9,9,13,14,0,False
1889,15,90,6,6,11,12,0,False
1890,15,91,7,7,11,12,2,False
1891,15,92,5,5,10,11,0,False
1892,15,93,5,5,7,8,0,False
1893,15,94,9,9,15,16,0,False
1894,15,95,5,5,9,10,0,False
1895,15,96,11,11,19,20,4,False
1896,15,97,8,8,14,14,0,False
1897,15,98,7,7,13,14,0,False
1898,15,99,6,6,10,11,0,False
1899,16,1,15,15,22,23,2,False
1900,16,2,25,25,39,40,6,False
1901,16,3,13,13,18,19,0,False
1902,16,4,13,13,18,19,0,False
1903,16,5,13,13,22,23,0,False
1904,16,6,12,12,17,18,0,False
1905,16,7,22,22,35,36,4,False
1906,16,8,17,17,28,29,0,False
1907,16,9,13,13,24,25,2,False
1908,16,10,19,19,31,31,2,False
1909,16,11,25,25,46,47,2,False
1910,16,12,29,29,47,48,4,False
1911,16,13,17,17,31,32,0,False
1912,16,14,27,27,50,51,2,False
1913,16,15,19,19,28,29,0,False
1914,16,16,8,8,11,12,0,False
1915,16,17,6,6,11,12,0,False
1916,16,18,16,16,21,22,0,False
1917,16,19,8,8,12,13,0,False
1918,16,20,14,14,23,24,2,False
1919,16,21,12,12,20,21,0,False
1920,16,22,27,27,43,44,6,False
1921,16,23,15,15,25,26,0,False
1922,16,24,17,17,22,23,0,False
1923,16,25,21,21,37,38,4,False
1924,16,26,27,27,46,47,6,False
1925,16,27,32,32,57,58,4,False
1926,16,28,28,28,47,48,4,False
1927,16,29,13,13,20,21,0,False
1928,16,30,32,32,53,54,4,False
1929,16,31,29,29,44,45,0,False
1930,16,32,18,18,29,30,2,False
1931,16,33,27,27,44,45,4,False
1932,16,34,13,13,19,20,0,False
1933,16,35,42,42,69,70,6,False
1934,16,36,40,40,62,63,4,False
1935,16,37,20,20,31,32,0,False
1936,16,38,24,24,38,39,0,False
1937,16,39,14,14,25,26,4,False
1938,16,40,12,12,19,20,0,False
1939,16,41,29,29,46,47,2,False
1940,16,42,8,8,14,15,2,False
1941,16,43,24,24,37,38,4,False
1942,16,44,20,20,37,38,4,False
1943,16,45,18,18,30,31,2,False
1944,16,46,6,6,12,13,0,False
1945,16,47,12,12,19,20,0,False
1946,16,48,22,22,36,37,2,False
1947,16,49,21,21,32,33,0,False
1948,16,50,12,12,20,20,0,False
1949,16,51,19,19,33,34,4,False
1950,16,52,15,15,24,25,0,False
1951,16,53,17,17,27,28,2,False
1952,16,54,17,17,25,26,0,False
1953,16,55,8,8,15,16,0,False
1954,16,56,24,24,38,39,0,False
1955,16,57,12,12,18,19,0,False
1956,16,58,10,10,14,15,0,False
1957,16,59,20,20,35,36,4,False
1958,16,60,18,18,31,32,2,False
1959,16,61,36,36,58,59,2,False
1960,16,62,25,25,41,42,2,False
1961,16,63,21,21,36,36,4,False
1962,16,64,17,17,31,32,4,False
1963,16,65,20,20,34,35,0,False
1964,16,66,30,30,47,48,0,False
1965,16,67,21,21,38,39,2,False
1966,16,68,17,17,27,28,2,False
1967,16,69,33,33,58,59,2,False
1968,16,70,26,26,40,40,2,False
1969,16,71,29,29,51,52,2,False
1970,16,72,28,28,44,45,0,False
1971,16,73,22,22,36,35,0,False
1972,16,74,16,16,24,25,0,False
1973,16,75,38,38,60,61,0,False
1974,16,76,31,31,53,54,0,False
1975,16,77,27,27,41,41,2,False
1976,16,78,26,26,40,41,0,False
1977,16,79,27,27,44,45,8,False
1978,16,80,39,39,60,61,2,False
1979,16,81,33,33,49,50,0,False
1980,16,82,9,9,13,14,0,False
1981,16,83,15,15,23,24,0,False
1982,16,84,16,16,27,28,2,False
1983,16,85,17,17,26,27,2,False
1984,16,86,36,36,58,59,6,False
1985,16,87,13,13,19,20,4,False
1986,16,88,20,20,30,31,2,False
1987,16,89,29,29,46,47,2,False
1988,16,90,30,30,49,50,0,False
1989,16,91,25,25,40,41,0,False
1990,16,92,38,38,63,64,2,False
1991,16,93,21,21,34,35,0,False
1992,16,94,24,24,40,41,0,False
1993,16,95,19,19,27,28,0,False
1994,16,96,23,23,38,39,2,False
1995,16,97,24,24,42,43,0,False
1996,16,98,14,14,19,20,0,False
1997,16,99,11,11,21,22,2,False
1998,16,100,11,11,19,20,4,False
1999,16,101,24,24,37,38,0,False
2000,16,102,14,14,26,27,4,False
2001,16,103,23,23,34,35,4,False
2002,16,104,18,18,30,30,4,False
2003,16,105,20,20,31,32,2,False
2004,16,106,35,35,51,52,4,False
2005,16,107,22,22,35,36,0,False
2006,16,108,22,22,33,34,2,False
2007,16,109,12,12,20,21,0,False
2008,16,110,25,25,44,45,2,False
2009,16,111,13,13,22,23,0,False
2010,16,112,41,41,63,64,0,False
2011,16,113,16,16,26,27,0,False
2012,16,114,19,19,28,29,0,False
2013,16,115,30,30,45,46,0,False
2014,16,116,28,28,44,45,8,False
2015,16,117,8,8,13,13,2,False
2016,16,118,22,22,36,37,2,False
2017,16,119,26,26,45,46,2,False
2018,16,120,17,17,25,26,2,False
2019,16,121,14,14,23,24,2,False
2020,16,122,16,16,29,29,0,False
2021,16,123,13,13,20,21,4,False
2022,16,124,20,20,32,33,2,False
2023,16,125,20,20,38,39,4,False
2024,16,126,20,20,35,36,0,False
2025,16,127,21,21,33,34,2,False
2026,16,128,11,11,19,19,4,False
2027,17,1,32,32,52,52,8,False
2028,17,2,18,18,32,32,2,False
2029,17,3,11,10,18,18,0,False
2030,17,4,20,19,34,34,2,False
2031,17,5,27,26,36,36,0,False
2032,17,6,22,21,36,36,0,False
2033,17,7,31,30,53,53,0,False
2034,17,8,21,20,34,34,0,False
2035,17,9,27,27,46,46,4,False
2036,17,10,17,16,28,28,4,False
2037,17,11,15,14,26,26,0,False
2038,17,12,37,36,61,61,4,False
2039,17,13,18,17,30,30,2,False
2040,17,14,6,6,12,12,0,False
2041,17,15,26,25,44,44,2,False
2042,17,16,26,25,33,33,0,False
2043,17,17,19,18,28,28,0,False
2044,17,18,27,26,42,42,0,False
2045,17,19,19,18,30,30,0,False
2046,17,20,16,15,24,24,0,False
2047,17,21,16,15,28,28,0,False
2048,17,22,14,13,22,22,2,False
2049,17,23,35,34,62,62,4,False
2050,17,24,16,16,27,27,2,False
2051,17,25,20,19,30,30,0,False
2052,17,26,18,17,29,29,0,False
2053,17,27,17,16,26,26,0,False
2054,17,28,23,22,34,34,0,False
2055,17,29,17,16,29,29,2,False
2056,17,30,19,18,29,29,0,False
2057,17,31,21,20,36,36,0,False
2058,17,32,13,12,21,21,2,False
2059,17,33,31,30,52,52,4,False
2060,17,34,21,20,36,36,4,False
2061,17,35,16,15,28,28,0,False
2062,17,36,18,17,31,31,0,False
2063,17,37,17,16,29,29,0,False
2064,17,38,7,6,12,12,0,False
2065,17,39,25,24,40,40,4,False
2066,17,40,18,17,28,28,0,False
2067,17,41,19,18,30,30,2,False
2068,17,42,18,17,28,28,4,False
2069,17,43,12,11,15,15,0,False
2070,17,44,31,30,50,50,2,False
2071,17,45,20,20,32,32,2,False
2072,17,46,30,29,48,48,0,False
2073,17,47,22,21,38,38,6,False
2074,17,48,13,12,19,19,0,False
2075,17,49,20,19,26,26,0,False
2076,17,50,5,5,8,8,0,False
2077,17,51,35,34,55,55,4,False
2078,17,52,14,13,22,22,2,False
2079,17,53,23,22,38,38,2,False
2080,17,54,16,15,30,30,0,False
2081,17,55,21,20,34,34,0,False
2082,17,56,19,18,32,32,2,False
2083,17,57,29,28,47,47,4,False
2084,17,58,25,24,34,34,2,False
2085,17,59,34,33,56,56,4,False
2086,17,60,43,42,71,71,6,False
2087,17,61,16,16,29,29,2,False
2088,17,62,21,20,34,34,8,False
2089,17,63,16,15,26,26,0,False
2090,17,64,29,28,48,48,2,False
2091,17,65,10,9,16,16,0,False
2092,17,66,17,16,31,31,2,False
2093,17,67,29,28,46,46,4,False
2094,17,68,18,17,33,32,0,False
2095,17,69,30,29,52,52,2,False
2096,17,70,34,33,56,56,0,False
2097,17,71,21,20,35,35,0,False
2098,17,72,13,12,24,24,2,False
2099,17,73,18,17,31,31,4,False
2100,17,74,11,10,21,20,2,False
2101,17,75,14,13,23,23,0,False
2102,17,76,20,19,32,32,2,False
2103,17,77,14,13,25,25,0,False
2104,17,78,22,21,35,35,4,False
2105,17,79,13,12,22,22,2,False
2106,17,80,26,25,40,40,0,False
2107,17,81,10,9,19,19,0,False
2108,17,82,21,20,34,34,2,False
2109,17,83,18,17,26,26,0,False
2110,17,84,9,8,17,17,0,False
2111,17,85,21,20,31,31,2,False
2112,17,86,11,11,23,23,4,False
2113,17,87,12,11,17,17,2,False
2114,17,88,23,22,37,37,0,False
2115,17,89,25,24,37,37,4,False
2116,17,90,12,12,20,20,0,False
2117,17,91,18,18,27,27,0,False
2118,17,92,11,11,19,19,0,False
2119,17,93,33,32,49,49,2,False
2120,17,94,22,21,32,32,2,False
2121,17,95,21,20,33,33,0,False
2122,17,96,18,17,25,25,0,False
2123,17,97,32,31,56,56,0,False
2124,17,98,30,29,42,42,0,False
2125,17,99,33,32,54,54,4,False
2126,17,100,23,22,39,39,0,False
2127,17,101,28,27,42,42,0,False
2128,17,102,28,27,44,44,2,False
2129,17,103,15,15,22,22,0,False
2130,17,104,18,18,32,32,0,False
2131,17,105,13,13,24,24,2,False
2132,17,106,18,17,26,26,0,False
2133,17,107,20,20,37,37,6,False
2134,17,108,12,11,20,20,0,False
2135,17,109,10,9,18,17,0,False
2136,17,110,29,28,50,50,2,False
2137,17,111,24,23,40,40,2,False
2138,18,1,15,16,26,27,4,False
2139,18,2,24,24,41,41,2,False
2140,18,3,4,4,7,7,0,False
2141,18,4,8,8,12,12,2,False
2142,18,5,20,19,31,30,2,False
2143,18,6,17,16,26,25,0,False
2144,18,7,13,12,23,22,0,False
2145,18,8,10,10,16,16,0,False
2146,18,9,15,14,24,23,0,False
2147,18,10,19,18,34,33,2,False
2148,18,11,10,10,17,17,0,False
2149,18,12,8,7,16,15,0,False
2150,18,13,12,12,23,23,0,False
2151,18,14,33,32,53,52,4,False
2152,18,15,18,18,31,31,8,False
2153,18,16,27,26,42,41,6,False
2154,18,17,43,42,68,67,0,False
2155,18,18,32,31,51,50,0,False
2156,18,19,50,49,84,83,4,False
2157,18,20,17,16,31,30,0,False
2158,18,21,45,44,76,75,4,False
2159,18,22,57,56,88,87,4,False
2160,18,23,10,10,19,19,0,False
2161,18,24,23,22,35,34,2,False
2162,18,25,10,9,16,15,0,False
2163,18,26,24,23,39,38,2,False
2164,18,27,13,12,24,23,2,False
2165,18,28,40,39,66,66,2,False
2166,18,29,44,43,74,73,0,False
2167,18,30,15,15,28,28,2,False
2168,18,31,45,44,61,60,0,False
2169,18,32,18,18,32,32,0,False
2170,18,33,15,15,27,27,0,False
2171,18,34,16,15,27,27,2,False
2172,18,35,9,9,18,18,2,False
2173,18,36,22,21,39,38,2,False
2174,18,37,19,19,31,31,4,False
2175,18,38,13,12,18,17,0,False
2176,18,39,18,18,29,29,2,False
2177,18,40,19,19,30,30,0,False
2178,18,41,7,6,12,11,0,False
2179,18,42,23,22,38,37,0,False
2180,18,43,14,14,24,24,0,False
2181,18,44,14,13,19,19,0,False
2182,18,45,36,35,55,55,0,False
2183,18,46,26,25,42,41,0,False
2184,18,47,17,17,30,30,0,False
2185,18,48,23,22,38,37,2,False
2186,18,49,42,41,67,66,2,False
2187,18,50,30,29,51,50,4,False
2188,18,51,17,16,30,29,0,False
2189,18,52,18,17,30,29,2,False
2190,18,53,24,23,35,35,0,False
2191,18,54,21,20,34,33,0,False
2192,18,55,24,23,42,41,2,False
2193,18,56,32,31,52,51,4,False
2194,18,57,38,37,65,64,2,False
2195,18,58,22,21,37,36,0,False
2196,18,59,11,10,19,18,2,False
2197,18,60,15,14,26,25,0,False
2198,18,61,15,14,28,28,0,False
2199,18,62,19,18,31,30,0,False
2200,18,63,28,27,50,49,4,False
2201,18,64,14,14,23,23,0,False
2202,18,65,21,20,32,31,0,False
2203,18,66,10,9,16,15,0,False
2204,18,67,7,6,11,11,0,False
2205,18,68,8,7,14,14,0,False
2206,18,69,14,13,21,21,0,False
2207,18,70,11,10,19,19,0,False
2208,18,71,22,21,39,39,0,False
2209,18,72,9,8,14,14,2,False
2210,18,73,15,14,25,25,0,False
2211,18,74,16,15,30,29,2,False
2212,18,75,10,9,17,17,2,False
2213,18,76,16,15,28,28,0,False
2214,18,77,30,29,48,48,2,False
2215,18,78,14,13,22,22,0,False
2216,18,79,25,24,42,41,0,False
2217,18,80,17,16,26,25,0,False
2218,18,81,20,19,30,29,0,False
2219,18,82,49,49,83,83,0,False
2220,18,83,12,11,20,19,0,False
2221,18,84,12,11,22,20,0,False
2222,18,85,2,1,3,2,0,False
2223,18,86,27,26,46,45,2,False
2224,18,87,14,13,23,23,2,False
2225,18,88,15,14,25,24,0,False
2226,18,89,2,1,4,3,0,False
2227,18,90,19,18,34,33,2,False
2228,18,91,8,7,13,13,0,False
2229,18,92,2,1,4,3,0,False
2230,18,93,12,11,22,21,2,False
2231,18,94,22,21,34,33,0,False
2232,18,95,19,18,27,26,0,False
2233,18,96,27,26,38,37,4,False
2234,18,97,11,10,16,16,0,False
2235,18,98,19,18,28,26,0,False
2236,18,99,15,14,28,27,0,False
2237,18,100,10,9,17,16,0,False
2238,18,101,17,16,27,27,2,False
2239,18,102,22,21,35,34,2,False
2240,18,103,6,5,10,9,0,False
2241,18,104,16,15,29,28,2,False
2242,18,105,19,18,31,30,2,False
2243,18,106,15,14,24,23,0,False
2244,18,107,16,15,29,27,2,False
2245,18,108,10,9,16,15,0,False
2246,18,109,19,18,33,32,0,False
2247,18,110,35,34,60,59,8,False
6212,19,1,5,5,5,5,0,False
2248,19,2,6,6,12,12,0,False
2249,19,3,6,5,10,9,0,False
2250,19,4,16,15,28,27,0,False
2251,19,5,22,21,34,32,0,False
2252,19,6,10,9,19,18,0,False
2253,19,7,14,13,24,23,0,False
2254,19,8,20,19,30,29,0,False
2255,19,9,11,10,20,19,0,False
2256,19,10,18,17,31,30,2,False
2257,19,11,14,13,25,24,2,False
2258,19,12,8,8,14,14,0,False
2259,19,13,10,9,16,14,0,False
