ayah_id,surah_number,ayah_number,mode,issue_type,severity,detail,evidence
1286,9,54,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
1286,9,54,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""آ"", ""word"": ""اِلَّآ""}"
1286,9,54,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
1286,9,54,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
1289,9,57,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْهِ""}"
1289,9,57,ayah_stop,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""9:57"", ""word"": ""مَغٰرٰتٍ""}"
1289,9,57,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْهِ""}"
1289,9,57,wasl,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""9:57"", ""word"": ""مَغٰرٰتٍ""}"
1291,9,59,ayah_stop,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
1291,9,59,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلَى""}"
1291,9,59,ayah_stop,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهِ""}"
1291,9,59,wasl,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
1291,9,59,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلَى""}"
1291,9,59,wasl,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""wasl"", ""word"": ""اللّٰهِ""}"
1293,9,61,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1293,9,61,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""لِّلَّذِيْنَ""}"
1293,9,61,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1293,9,61,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمٌ""}"
1293,9,61,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1293,9,61,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""لِّلَّذِيْنَ""}"
1293,9,61,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1293,9,61,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمٌ""}"
1294,9,62,ayah_stop,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
1294,9,62,wasl,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
1295,9,63,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""مْ"", ""word"": ""اَلَمْ""}"
1295,9,63,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""مْ"", ""word"": ""اَلَمْ""}"
1299,9,67,ayah_stop,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
1299,9,67,wasl,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""wasl"", ""word"": ""اللّٰهَ""}"
1301,9,69,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""كَالَّذِيْنَ""}"
1301,9,69,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1301,9,69,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""كَالَّذِيْ""}"
1301,9,69,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""كَالَّذِيْنَ""}"
1301,9,69,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1301,9,69,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""كَالَّذِيْ""}"
1302,9,70,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""مْ"", ""word"": ""اَلَمْ""}"
1302,9,70,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1302,9,70,ayah_stop,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""9:70"", ""word"": ""اِبْرٰهِيْمَ""}"
1302,9,70,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""مْ"", ""word"": ""اَلَمْ""}"
1302,9,70,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1302,9,70,wasl,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""9:70"", ""word"": ""اِبْرٰهِيْمَ""}"
1306,9,74,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""آ"", ""word"": ""اِلَّآ""}"
1306,9,74,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمًا""}"
1306,9,74,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""آ"", ""word"": ""اِلَّآ""}"
1306,9,74,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمًا""}"
1309,9,77,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
1309,9,77,ayah_stop,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
1309,9,77,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
1309,9,77,wasl,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""wasl"", ""word"": ""اللّٰهَ""}"
1310,9,78,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""مْ"", ""word"": ""اَلَمْ""}"
1310,9,78,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""مْ"", ""word"": ""اَلَمْ""}"
1311,9,79,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""اَلَّذِيْنَ""}"
1311,9,79,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1311,9,79,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
1311,9,79,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمٌ""}"
1311,9,79,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""اَلَّذِيْنَ""}"
1311,9,79,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1311,9,79,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
1311,9,79,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمٌ""}"
1315,9,83,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
1315,9,83,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
1320,9,88,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1320,9,88,ayah_stop,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""9:88"", ""word"": ""الْخَيْرٰتُ""}"
1320,9,88,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1320,9,88,wasl,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""9:88"", ""word"": ""الْخَيْرٰتُ""}"
1322,9,90,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1322,9,90,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1322,9,90,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمٌ""}"
1322,9,90,ayah_stop,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهَ""}"
1322,9,90,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1322,9,90,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1322,9,90,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اَلِيْمٌ""}"
1322,9,90,wasl,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ا"", ""reading_mode"": ""wasl"", ""word"": ""اللّٰهَ""}"
1323,9,91,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1323,9,91,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1324,9,92,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1324,9,92,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اَلَّا""}"
1324,9,92,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1324,9,92,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اَلَّا""}"
1325,9,93,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1325,9,93,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْنَ""}"
1326,9,94,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْكُمْ""}"
1326,9,94,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْهِمْ""}"
1326,9,94,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
1326,9,94,ayah_stop,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهُ""}"
1326,9,94,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْكُمْ""}"
1326,9,94,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْهِمْ""}"
1326,9,94,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
1326,9,94,wasl,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""wasl"", ""word"": ""اللّٰهُ""}"
1327,9,95,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْهِمْ""}"
1327,9,95,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""يْ"", ""word"": ""اِلَيْهِمْ""}"
1329,9,97,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اَلَّا""}"
1329,9,97,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اَلَّا""}"
1331,9,99,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""آ"", ""word"": ""اَلَآ""}"
1331,9,99,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""آ"", ""word"": ""اَلَآ""}"
1332,9,100,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1332,9,100,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1333,9,101,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
1333,9,101,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
1334,9,102,ayah_stop,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهُ""}"
1334,9,102,wasl,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""wasl"", ""word"": ""اللّٰهُ""}"
1336,9,104,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""مْ"", ""word"": ""اَلَمْ""}"
1336,9,104,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""مْ"", ""word"": ""اَلَمْ""}"
1337,9,105,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
1337,9,105,ayah_stop,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""ayah_stop"", ""word"": ""اللّٰهُ""}"
1337,9,105,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ى"", ""word"": ""اِلٰى""}"
1337,9,105,wasl,lam_jalalah_preceding_vowel_unresolved,warning,Vokal terucap sebelum lafz Allah tidak dapat ditentukan secara aman.,"{""predecessor"": ""ى"", ""reading_mode"": ""wasl"", ""word"": ""اللّٰهُ""}"
1339,9,107,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1339,9,107,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
1339,9,107,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1339,9,107,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""ا"", ""word"": ""اِلَّا""}"
1341,9,109,ayah_stop,nun_tanwin_classification_deferred,warning,same_word_nun_before_yaw_waw_not_in_verified_lexicon,"{""same_word"": true, ""target"": ""يَ"", ""trigger"": ""نْ""}"
1341,9,109,ayah_stop,nun_tanwin_classification_deferred,warning,same_word_nun_before_yaw_waw_not_in_verified_lexicon,"{""same_word"": true, ""target"": ""يَ"", ""trigger"": ""نْ""}"
1341,9,109,wasl,nun_tanwin_classification_deferred,warning,same_word_nun_before_yaw_waw_not_in_verified_lexicon,"{""same_word"": true, ""target"": ""يَ"", ""trigger"": ""نْ""}"
1341,9,109,wasl,nun_tanwin_classification_deferred,warning,same_word_nun_before_yaw_waw_not_in_verified_lexicon,"{""same_word"": true, ""target"": ""يَ"", ""trigger"": ""نْ""}"
1342,9,110,ayah_stop,nun_tanwin_classification_deferred,warning,same_word_nun_before_yaw_waw_not_in_verified_lexicon,"{""same_word"": true, ""target"": ""يَ"", ""trigger"": ""نْ""}"
1342,9,110,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْ""}"
1342,9,110,ayah_stop,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""آ"", ""word"": ""اِلَّآ""}"
1342,9,110,wasl,nun_tanwin_classification_deferred,warning,same_word_nun_before_yaw_waw_not_in_verified_lexicon,"{""same_word"": true, ""target"": ""يَ"", ""trigger"": ""نْ""}"
1342,9,110,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْ""}"
1342,9,110,wasl,qamariyyah_lam_without_explicit_sukun,warning,Target qamariyyah terdeteksi tetapi lam ta'rif tidak memiliki sukun eksplisit.,"{""target"": ""آ"", ""word"": ""اِلَّآ""}"
1343,9,111,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْ""}"
1343,9,111,ayah_stop,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""9:111"", ""word"": ""اشْتَرٰى""}"
1343,9,111,ayah_stop,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""9:111"", ""word"": ""التَّوْرٰىةِ""}"
1343,9,111,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""الَّذِيْ""}"
1343,9,111,wasl,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""9:111"", ""word"": ""اشْتَرٰى""}"
1343,9,111,wasl,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""9:111"", ""word"": ""التَّوْرٰىةِ""}"
1345,9,113,ayah_stop,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1345,9,113,wasl,shamsiyyah_target_without_shadda,warning,Huruf syamsiyyah terdeteksi tanpa shadda eksplisit pada teks.,"{""target"": ""ذِ"", ""word"": ""وَالَّذِيْنَ""}"
1346,9,114,ayah_stop,unresolved_maddah_sign,warning,"Tanda maddah tidak dapat dipetakan ke nucleus mad core; kemungkinan termasuk mad harfi, farq, atau rasm khusus.","{""base_letter"": ""ه"", ""text"": ""هٗٓ""}"
