ayah_id,surah_number,ayah_number,issue_type,severity,detail,evidence
1362,10,1,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""10:1"", ""word"": ""الۤرٰ""}"
1377,10,16,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""10:16"", ""word"": ""اَدْرٰىكُمْ""}"
1378,10,17,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""10:17"", ""word"": ""افْتَرٰى""}"
1398,10,37,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""10:37"", ""word"": ""يُّفْتَرٰى""}"
1399,10,38,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""10:38"", ""word"": ""افْتَرٰىهُ""}"
1425,10,64,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""10:64"", ""word"": ""الْبُشْرٰى""}"
1471,11,1,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:1"", ""word"": ""الۤرٰ""}"
1483,11,13,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:13"", ""word"": ""افْتَرٰىهُ""}"
1488,11,18,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:18"", ""word"": ""افْتَرٰى""}"
1497,11,27,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:27"", ""word"": ""نَرٰىكَ""}"
1497,11,27,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:27"", ""word"": ""نَرٰىكَ""}"
1497,11,27,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:27"", ""word"": ""نَرٰى""}"
1499,11,29,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:29"", ""word"": ""اَرٰىكُمْ""}"
1505,11,35,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:35"", ""word"": ""افْتَرٰىهُۗ""}"
1511,11,41,ra_sakin_context_unresolved,warning,Konteks Ra sakinah tidak dapat diputuskan secara aman.,"{""previous"": ""ا"", ""verse_key"": ""11:41"", ""word"": ""ارْكَبُوْا""}"
1511,11,41,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:41"", ""word"": ""مَجْرٰ۪ىهَا""}"
1512,11,42,ra_sakin_context_unresolved,warning,Konteks Ra sakinah tidak dapat diputuskan secara aman.,"{""previous"": ""ا"", ""verse_key"": ""11:42"", ""word"": ""ارْكَبْ""}"
1524,11,54,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:54"", ""word"": ""اعْتَرٰىكَ""}"
1539,11,69,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:69"", ""word"": ""اِبْرٰهِيْمَ""}"
1539,11,69,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:69"", ""word"": ""بِالْبُشْرٰى""}"
1544,11,74,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:74"", ""word"": ""اِبْرٰهِيْمَ""}"
1544,11,74,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:74"", ""word"": ""الْبُشْرٰى""}"
1545,11,75,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:75"", ""word"": ""اِبْرٰهِيْمَ""}"
1546,11,76,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:76"", ""word"": ""يٰٓاِبْرٰهِيْمُ""}"
1554,11,84,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:84"", ""word"": ""اَرٰىكُمْ""}"
1561,11,91,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:91"", ""word"": ""لَنَرٰىكَ""}"
1570,11,100,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:100"", ""word"": ""الْقُرٰى""}"
1572,11,102,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:102"", ""word"": ""الْقُرٰى""}"
1584,11,114,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:114"", ""word"": ""ذِكْرٰى""}"
1587,11,117,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:117"", ""word"": ""الْقُرٰى""}"
1590,11,120,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""11:120"", ""word"": ""وَّذِكْرٰى""}"
1594,12,1,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:1"", ""word"": ""الۤرٰ""}"
1599,12,6,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:6"", ""word"": ""اِبْرٰهِيْمَ""}"
1612,12,19,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:19"", ""word"": ""يٰبُشْرٰى""}"
1614,12,21,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:21"", ""word"": ""اشْتَرٰىهُ""}"
1623,12,30,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:30"", ""word"": ""لَنَرٰىهَا""}"
1629,12,36,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:36"", ""word"": ""اَرٰىنِيْٓ""}"
1629,12,36,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:36"", ""word"": ""اَرٰىنِيْٓ""}"
1629,12,36,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:36"", ""word"": ""نَرٰىكَ""}"
1631,12,38,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:38"", ""word"": ""اِبْرٰهِيْمَ""}"
1636,12,43,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:43"", ""word"": ""اَرٰى""}"
1636,12,43,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:43"", ""word"": ""بَقَرٰتٍ""}"
1639,12,46,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:46"", ""word"": ""بَقَرٰتٍ""}"
1643,12,50,ra_sakin_context_unresolved,warning,Konteks Ra sakinah tidak dapat diputuskan secara aman.,"{""previous"": ""ا"", ""verse_key"": ""12:50"", ""word"": ""ارْجِعْ""}"
1657,12,64,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:64"", ""word"": ""الرّٰحِمِيْنَ""}"
1671,12,78,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:78"", ""word"": ""نَرٰىكَ""}"
1685,12,92,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:92"", ""word"": ""الرّٰحِمِيْنَ""}"
1702,12,109,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:109"", ""word"": ""الْقُرٰىۗ""}"
1704,12,111,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""12:111"", ""word"": ""يُّفْتَرٰى""}"
1705,13,1,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""13:1"", ""word"": ""الٓمٓرۚ""}"
1707,13,3,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""13:3"", ""word"": ""وَأَنۡهَٰرٗاۖ""}"
1711,13,7,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""13:7"", ""word"": ""مُنذِرٞۖ""}"
1720,13,16,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""13:16"", ""word"": ""ضَرّٗاۚ""}"
1726,13,22,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""13:22"", ""word"": ""سِرّٗا""}"
1737,13,33,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""13:33"", ""word"": ""بِظَٰهِرٖ""}"
1748,14,1,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""14:1"", ""word"": ""الۤرٰ""}"
1779,14,32,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""14:32"", ""word"": ""الثَّمَرٰتِ""}"
1779,14,32,ra_waqf_context_unresolved,warning,Konteks Ra ketika waqf tidak dapat diputuskan secara aman.,"{""previous"": ""هٰ"", ""verse_key"": ""14:32"", ""word"": ""الْاَنْهٰرَ""}"
1782,14,35,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""14:35"", ""word"": ""اِبْرٰهِيْمُ""}"
1784,14,37,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""14:37"", ""word"": ""الثَّمَرٰتِ""}"
1800,15,1,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""15:1"", ""word"": ""الۤرٰ""}"
1850,15,51,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""15:51"", ""word"": ""اِبْرٰهِيْمَۘ""}"
1909,16,11,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""16:11"", ""word"": ""الثَّمَرٰتِۗ""}"
1910,16,12,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""16:12"", ""word"": ""مُسَخَّرٰتٌۢ""}"
1957,16,59,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""16:59"", ""word"": ""يَتَوٰرٰى""}"
1965,16,67,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""16:67"", ""word"": ""ثَمَرٰتِ""}"
1967,16,69,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""16:69"", ""word"": ""الثَّمَرٰتِ""}"
1977,16,79,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""16:79"", ""word"": ""مُسَخَّرٰتٍ""}"
1987,16,89,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""16:89"", ""word"": ""وَّبُشْرٰى""}"
2000,16,102,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""16:102"", ""word"": ""وَّبُشْرٰى""}"
2018,16,120,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""16:120"", ""word"": ""اِبْرٰهِيْمَ""}"
2021,16,123,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""16:123"", ""word"": ""اِبْرٰهِيْمَ""}"
2027,17,1,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""17:1"", ""word"": ""اَسْرٰى""}"
2041,17,15,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""17:15"", ""word"": ""اُخْرٰىۗ""}"
2050,17,24,ra_sakin_context_unresolved,warning,Konteks Ra sakinah tidak dapat diputuskan secara aman.,"{""previous"": ""ا"", ""verse_key"": ""17:24"", ""word"": ""ارْحَمْهُمَا""}"
2095,17,69,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""17:69"", ""word"": ""اُخْرٰى""}"
2152,18,15,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""18:15"", ""word"": ""افْتَرٰى""}"
2196,18,59,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""18:59"", ""word"": ""الْقُرٰٓى""}"
2287,19,41,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""19:41"", ""word"": ""اِبْرٰهِيْمَ""}"
2292,19,46,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""19:46"", ""word"": ""يٰٓاِبْرٰهِيْمُ""}"
2304,19,58,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""19:58"", ""word"": ""اِبْرٰهِيْمَ""}"
2349,20,6,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""20:6"", ""word"": ""الثَّرٰى""}"
2361,20,18,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""20:18"", ""word"": ""اُخْرٰى""}"
2365,20,22,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""20:22"", ""word"": ""اُخْرٰىۙ""}"
2366,20,23,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""20:23"", ""word"": ""الْكُبْرٰى""}"
2380,20,37,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""20:37"", ""word"": ""اُخْرٰىٓ""}"
2389,20,46,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""20:46"", ""word"": ""وَاَرٰى""}"
2398,20,55,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""20:55"", ""word"": ""اُخْرٰى""}"
2404,20,61,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""20:61"", ""word"": ""افْتَرٰى""}"
2450,20,107,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""20:107"", ""word"": ""تَرٰى""}"
2461,20,118,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""20:118"", ""word"": ""تَعْرٰى""}"
2483,21,5,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""21:5"", ""word"": ""افْتَرٰىهُ""}"
2506,21,28,ra_sakin_context_unresolved,warning,Konteks Ra sakinah tidak dapat diputuskan secara aman.,"{""previous"": ""ا"", ""verse_key"": ""21:28"", ""word"": ""ارْتَضٰى""}"
2529,21,51,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""21:51"", ""word"": ""اِبْرٰهِيْمَ""}"
2538,21,60,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""21:60"", ""word"": ""اِبْرٰهِيْمُ""}"
2540,21,62,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""21:62"", ""word"": ""يٰٓاِبْرٰهِيْمُ""}"
2547,21,69,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""21:69"", ""word"": ""اِبْرٰهِيْمَ""}"
2551,21,73,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""21:73"", ""word"": ""الْخَيْرٰتِ""}"
2562,21,84,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""21:84"", ""word"": ""وَذِكْرٰى""}"
2568,21,90,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""21:90"", ""word"": ""الْخَيْرٰتِ""}"
2592,22,2,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""22:2"", ""word"": ""سُكٰرٰى""}"
2592,22,2,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""22:2"", ""word"": ""بِسُكٰرٰى""}"
2607,22,17,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""22:17"", ""word"": ""وَالنَّصٰرٰى""}"
2616,22,26,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""22:26"", ""word"": ""لِاِبْرٰهِيْمَ""}"
2633,22,43,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""22:43"", ""word"": ""اِبْرٰهِيْمَ""}"
2648,22,58,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""22:58"", ""word"": ""الرّٰزِقِيْنَ""}"
2667,22,77,ra_sakin_context_unresolved,warning,Konteks Ra sakinah tidak dapat diputuskan secara aman.,"{""previous"": ""ا"", ""verse_key"": ""22:77"", ""word"": ""ارْكَعُوْا""}"
2668,22,78,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""22:78"", ""word"": ""اِبْرٰهِيْمَۗ""}"
2706,23,38,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""23:38"", ""word"": ""افْتَرٰى""}"
2724,23,56,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""23:56"", ""word"": ""الْخَيْرٰتِۗ""}"
2728,23,60,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""23:60"", ""word"": ""رٰجِعُوْنَ""}"
2729,23,61,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""23:61"", ""word"": ""الْخَيْرٰتِ""}"
2740,23,72,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""23:72"", ""word"": ""الرّٰزِقِيْنَ""}"
2767,23,99,ra_sakin_context_unresolved,warning,Konteks Ra sakinah tidak dapat diputuskan secara aman.,"{""previous"": ""ا"", ""verse_key"": ""23:99"", ""word"": ""ارْجِعُوْنِ""}"
2777,23,109,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""23:109"", ""word"": ""الرّٰحِمِيْنَ""}"
2786,23,118,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""23:118"", ""word"": ""الرّٰحِمِيْنَ""}"
2814,24,28,ra_sakin_context_unresolved,warning,Konteks Ra sakinah tidak dapat diputuskan secara aman.,"{""previous"": ""ا"", ""verse_key"": ""24:28"", ""word"": ""ارْجِعُوْا""}"
2817,24,31,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""24:31"", ""word"": ""عَوْرٰتِ""}"
2826,24,40,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""24:40"", ""word"": ""يَرٰىهَاۗ""}"
2836,24,50,ra_sakin_context_unresolved,warning,Konteks Ra sakinah tidak dapat diputuskan secara aman.,"{""previous"": ""ا"", ""verse_key"": ""24:50"", ""word"": ""ارْتَابُوْٓا""}"
2841,24,55,ra_sakin_context_unresolved,warning,Konteks Ra sakinah tidak dapat diputuskan secara aman.,"{""previous"": ""ا"", ""verse_key"": ""24:55"", ""word"": ""ارْتَضٰى""}"
2844,24,58,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""24:58"", ""word"": ""مَرّٰتٍۗ""}"
2844,24,58,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""24:58"", ""word"": ""عَوْرٰتٍ""}"
2854,25,4,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""25:4"", ""word"": ""افْتَرٰىهُ""}"
2871,25,21,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""25:21"", ""word"": ""نَرٰى""}"
2872,25,22,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""25:22"", ""word"": ""بُشْرٰى""}"
2995,26,69,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""26:69"", ""word"": ""اِبْرٰهِيْمَ""}"
3135,26,209,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""26:209"", ""word"": ""ذِكْرٰىۚ""}"
3144,26,218,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""26:218"", ""word"": ""يَرٰىكَ""}"
3155,27,2,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""27:2"", ""word"": ""وَّبُشْرٰى""}"
3293,28,48,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""28:48"", ""word"": ""سِحْرٰنِ""}"
3302,28,57,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""28:57"", ""word"": ""ثَمَرٰتُ""}"
3304,28,59,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""28:59"", ""word"": ""الْقُرٰى""}"
3304,28,59,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""28:59"", ""word"": ""الْقُرٰىٓ""}"
3348,29,16,ra_without_resolvable_vowel_or_sukun,warning,Ra tidak memiliki vokal atau sukun eksplisit yang dapat diputuskan.,"{""verse_key"": ""29:16"", ""word"": ""وَاِبْرٰهِيْمَ""}"
